MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.75,0.75,0.4611710699445053,0.3663648704057907,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.8636363636363636,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,0.6666666666666667,1.0000000000000002,0.002834868887313962,0.0,0.0,0.6734788666976312,0.23993453355155483,1.0,1.0,1.0,1.0,0.5597604093270605,0.0,0.0,0.5232503927636873,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.0,0.75,0.018691588785046728,1.0,0.75,0.4301833568406206,0.5,0.5,1.0,0.11668611435239205,0.03290676416819013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.4560656102716869,0.3885278561460208,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.3602941176470588,0.04918032786885246,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.03375,0.6666666666666666,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.14280652019844084,0.0,0.0,0.114723641430562,0.17234042553191492,1.0,1.0,1.0,1.0,0.4345389432363853,0.0,0.0,0.4061964171294319,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.0,0.75,0.4579439252336448,0.5,0.25,0.22002820874471085,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.39469927205060285,0.3367815591613055,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.03676470588235294,0.09836065573770493,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.2575,0.9999999999999999,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,1.0000000000000002,0.08079376328844791,0.0,0.0,0.6019507663725034,0.28674304418985275,1.0,1.0,1.0,1.0,0.6272049487520572,0.0,0.0,0.5862959050147616,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.9999999999999999,0.33333333333333337,1.0,0.3333333333333333,0.8,0.75,0.04672897196261682,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.22870478413068843,0.14990859232175502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.44500200093973574,0.4822801480955392,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.0661764705882353,0.16393442622950818,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666667,1.0,1.0000000000000002,0.2556697377746279,0.0,0.0,0.018114259173246633,0.24255319148936172,1.0,1.0,1.0,1.0,0.5669201728114759,0.0,0.0,0.5299431652300703,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.4,0.75,0.08411214953271028,0.5,0.5,0.3624823695345557,0.5,0.5,1.0,0.4690781796966161,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,1.0,0.0,0.0
0.75,0.75,0.5776580917777061,0.39175625573278805,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.3235294117647059,0.7377049180327869,0.0,0.0,0.6000000000000001,0.7000000000000001,0.6666666666666666,0.17,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.6000000000000001,0.08681785967399008,0.0,0.0,0.43427775197398977,0.23322422258592473,1.0,0.75,1.0,1.0,0.5490258483999941,0.0,0.0,0.5132159867434658,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.41666666666666663,1.0,0.3333333333333333,0.8,0.75,0.411214953271028,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.4182081213682387,0.3629535579227263,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.0,0.01639344262295082,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.47875,0.9999999999999999,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,1.0000000000000002,0.27285613040396883,0.0,0.0,0.07524384579656293,0.27855973813420626,1.0,1.0,1.0,1.0,0.6162478036884957,0.0,0.0,0.5760534327667335,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.9999999999999999,0.41666666666666663,1.0,0.3333333333333333,0.8,0.75,0.0,1.0,0.75,0.7418899858956276,0.5,0.5,1.0,0.0,0.1316270566727605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.0,0.0
0.75,0.75,0.6512607402541577,0.42254613574779576,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.9999999999999999,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.8360427310729215,0.29459901800327337,1.0,1.0,1.0,1.0,0.6374334998745868,0.0,0.0,0.5958573053980101,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.9999999999999999,0.41666666666666663,1.0,0.0,0.0,0.75,0.018691588785046728,1.0,0.5,0.49506346967559944,0.5,0.5,1.0,0.3360560093348891,0.24862888482632542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.6666666666666666,0.75,0.0,0.0,0.0
0.25,0.75,0.42942534215338624,0.3631299417205529,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.2,1.0,0.25,0.2,0.4444444444444445,0.75,0.7941176470588235,0.09836065573770493,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.1920623671155209,0.0,0.0,0.08732001857872736,0.2081833060556465,1.0,0.75,1.0,1.0,0.5060428777190755,0.4957264957264958,0.0,0.666844619793669,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.33333333333333337,0.5833333333333334,1.0,0.0,0.0,0.75,0.2776077781127518,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.12797074954296161,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.6666666666666666,0.75,0.0,0.0,1.0
0.5833333333333333,0.25,0.44500200093973574,0.2586271042215982,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,1.0,0.7777777777777777,0.75,0.6102941176470588,0.21311475409836064,1.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.33333333333333337,0.75,1.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.2731072921504877,0.09623567921440263,1.0,0.25,1.0,1.0,0.34584745963783403,0.4449786324786325,0.0,0.5684907872476717,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.25,0.7757009345794392,0.0,0.25,0.1607898448519041,0.5,0.5,1.0,0.22403733955659275,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.6666666666666666,0.75,1.0,0.0,0.0
1.0,0.75,0.49506374709743084,0.4881806712152428,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5454545454545454,0.6000000000000001,1.0,0.75,1.0,0.6666666666666665,0.5,0.20588235294117646,0.4754098360655738,0.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.115,0.33333333333333337,0.5,0.5,0.6666666666666666,0.6666666666666667,0.0,0.6000000000000001,0.13997165131112688,0.2,1.0,0.06177426846261031,0.22782324058919806,1.0,0.5,1.0,1.0,0.540159059643365,0.7435897435897436,0.0,0.7501285367692323,0.3333333333333333,0.0,1.0,0.5,0.625,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.6000000000000001,0.75,0.2616822429906542,0.5,0.5,0.39774330042313116,0.5,0.5,1.0,0.0,0.20475319926873858,0.0,0.0,1.0,0.7032520325203252,1.0,0.75,0.0,1.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0
